File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.28
DateTime::TimeZone::Pacific::Marquesas 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Nauru 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Niue  2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Norfolk 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Noumea 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Pago_Pago 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Palau 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Pitcairn 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Port_Moresby 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Rarotonga 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Tahiti 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Tarawa 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Pacific::Tongatapu 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::PST8PDT        2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::UTC            2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::WET            2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::Types                    1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DBD::DBM                           0.08  T/TI/TIMB/DBI-1.643.tar.gz
DBD::DBM::db                       0.08  T/TI/TIMB/DBI-1.643.tar.gz
DBD::DBM::dr                       0.08  T/TI/TIMB/DBI-1.643.tar.gz
DBD::DBM::st                       0.08  T/TI/TIMB/DBI-1.643.tar.gz
DBD::DBM::Statement                0.08  T/TI/TIMB/DBI-1.643.tar.gz
DBD::DBM::Table                    0.08  T/TI/TIMB/DBI-1.643.tar.gz
DBD::ExampleP                  12.014311  T/TI/TIMB/DBI-1.643.tar.gz
DBD::ExampleP::db              12.014311  T/TI/TIMB/DBI-1.643.tar.gz
DBD::ExampleP::dr              12.014311  T/TI/TIMB/DBI-1.643.tar.gz
DBD::ExampleP::st              12.014311  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File                          0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::DataSource::File        0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::DataSource::Stream      0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::db                      0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::dr                      0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::st                      0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::Statement               0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::Table                   0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::File::TableSource::FileSystem 0.44  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer                     0.015327  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::db                 0.015327  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::dr                 0.015327  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Policy::Base       0.010088  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Policy::classic    0.010088  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Policy::pedantic   0.010088  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Policy::rush       0.010088  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::st                 0.015327  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Transport::Base    0.014121  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Transport::corostream undef  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Transport::null    0.010088  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Transport::pipeone 0.010088  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Gofer::Transport::stream  0.014599  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem                          0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem::DataSource              0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem::db                      0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem::dr                      0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem::st                      0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem::Statement               0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Mem::Table                   0.001  T/TI/TIMB/DBI-1.643.tar.gz
DBD::NullP                     12.014715  T/TI/TIMB/DBI-1.643.tar.gz
DBD::NullP::db                 12.014715  T/TI/TIMB/DBI-1.643.tar.gz
DBD::NullP::dr                 12.014715  T/TI/TIMB/DBI-1.643.tar.gz
DBD::NullP::st                 12.014715  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Pg                         v3.16.0  T/TU/TURNSTEP/DBD-Pg-3.16.0.tar.gz
DBD::Proxy                       0.2004  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Proxy::db                   0.2004  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Proxy::dr                   0.2004  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Proxy::RPC::PlClient        0.2004  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Proxy::st                   0.2004  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Sponge                    12.010003  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Sponge::db                12.010003  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Sponge::dr                12.010003  T/TI/TIMB/DBI-1.643.tar.gz
DBD::Sponge::st                12.010003  T/TI/TIMB/DBI-1.643.tar.gz
DBDI                           12.015129  T/TI/TIMB/DBI-1.643.tar.gz
DBI                               1.643  T/TI/TIMB/DBI-1.643.tar.gz
DBI::common                       1.643  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Const::GetInfo::ANSI      2.008697  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Const::GetInfo::ODBC      2.011374  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Const::GetInfoReturn      2.008697  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Const::GetInfoType        2.008697  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD                       12.015129  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::Metadata             2.014214  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine                0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::DataSource    0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::db            0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::dr            0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::st            0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::Statement     0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::Table         0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::TableSource   0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::TieMeta       0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::DBD::SqlEngine::TieTables     0.06  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Execute            0.014283  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Request            0.012537  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Response           0.011566  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Serializer::Base   0.009950  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Serializer::DataDumper 0.009950  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Serializer::Storable 0.015586  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Transport::Base    0.012537  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Transport::pipeone 0.012537  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Gofer::Transport::stream  0.012537  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Profile                   2.015065  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProfileData               2.010008  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProfileDumper             2.015325  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProfileDumper::Apache     2.014121  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProfileSubs               0.009396  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProxyServer                 0.3005  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProxyServer::db             0.3005  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProxyServer::dr             0.3005  T/TI/TIMB/DBI-1.643.tar.gz
DBI::ProxyServer::st             0.3005  T/TI/TIMB/DBI-1.643.tar.gz
DBI::SQL::Nano                 1.015544  T/TI/TIMB/DBI-1.643.tar.gz
DBI::SQL::Nano::Statement_     1.015544  T/TI/TIMB/DBI-1.643.tar.gz
DBI::SQL::Nano::Table_         1.015544  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Util::_accessor           0.009479  T/TI/TIMB/DBI-1.643.tar.gz
DBI::Util::CacheMemory         0.010315  T/TI/TIMB/DBI-1.643.tar.gz
DBIx::Class::SQLMaker::Role::SQLA2Passthrough undef  M/MS/MSTROUT/SQL-Abstract-2.000001.tar.gz
DBIx::Connector                    0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver            0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver::Firebird  0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver::MSSQL     0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver::mysql     0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver::Oracle    0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver::Pg        0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::Driver::SQLite    0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::RollbackError     0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::SvpRollbackError  0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DBIx::Connector::TxnRollbackError  0.58  A/AR/ARISTOTLE/DBIx-Connector-0.58.tar.gz
DDP                               undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Devel::AssertC99                  undef  S/SY/SYOHEX/Devel-CheckCompiler-0.07.tar.gz
Devel::CheckCompiler               0.07  S/SY/SYOHEX/Devel-CheckCompiler-0.07.tar.gz
Devel::GlobalDestruction           0.14  H/HA/HAARG/Devel-GlobalDestruction-0.14.tar.gz
Devel::InnerPackage                 0.4  S/SI/SIMONW/Module-Pluggable-5.2.tar.gz
Devel::OverloadInfo               0.007  I/IL/ILMARI/Devel-OverloadInfo-0.007.tar.gz
Devel::StackTrace                  2.04  D/DR/DROLSKY/Devel-StackTrace-2.04.tar.gz
Devel::StackTrace::AsHTML          0.15  M/MI/MIYAGAWA/Devel-StackTrace-AsHTML-0.15.tar.gz
Devel::StackTrace::Frame           2.04  D/DR/DROLSKY/Devel-StackTrace-2.04.tar.gz
Devel::TypeTiny::Perl58Compat  2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Digest::CRC                        0.24  O/OL/OLIMAUL/Digest-CRC-0.24.tar.gz
Digest::HMAC                       1.04  A/AR/ARODLAND/Digest-HMAC-1.04.tar.gz
Digest::HMAC_MD5                   1.04  A/AR/ARODLAND/Digest-HMAC-1.04.tar.gz
Digest::HMAC_SHA1                  1.04  A/AR/ARODLAND/Digest-HMAC-1.04.tar.gz
Digest::MD4                         1.9  M/MI/MIKEM/DigestMD4/Digest-MD4-1.9.tar.gz
Digest::SHA1                       2.13  G/GA/GAAS/Digest-SHA1-2.13.tar.gz
Digest::SHA3                       1.05  M/MS/MSHELOR/Digest-SHA3-1.05.tar.gz
Dist::CheckConflicts               0.11  D/DO/DOY/Dist-CheckConflicts-0.11.tar.gz
Email::Abstract                   3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Abstract::EmailMIME        3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Abstract::EmailSimple      3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Abstract::MailInternet     3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Abstract::MailMessage      3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Abstract::MIMEEntity       3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Abstract::Plugin           3.009  R/RJ/RJBS/Email-Abstract-3.009.tar.gz
Email::Address::XS                 1.05  P/PA/PALI/Email-Address-XS-1.05.tar.gz
Email::Date::Format               1.006  R/RJ/RJBS/Email-Date-Format-1.006.tar.gz
Email::MessageID                  1.407  R/RJ/RJBS/Email-MessageID-1.407.tar.gz
Email::MIME                       1.952  R/RJ/RJBS/Email-MIME-1.952.tar.gz
Email::MIME::ContentType          1.027  R/RJ/RJBS/Email-MIME-ContentType-1.027.tar.gz
Email::MIME::Creator              1.952  R/RJ/RJBS/Email-MIME-1.952.tar.gz
Email::MIME::Encode               1.952  R/RJ/RJBS/Email-MIME-1.952.tar.gz
Email::MIME::Encodings            1.316  R/RJ/RJBS/Email-MIME-Encodings-1.316.tar.gz
Email::MIME::Header               1.952  R/RJ/RJBS/Email-MIME-1.952.tar.gz
Email::MIME::Header::AddressList  1.952  R/RJ/RJBS/Email-MIME-1.952.tar.gz
Email::MIME::Modifier             1.952  R/RJ/RJBS/Email-MIME-1.952.tar.gz
Email::Sender                     2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Failure            2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Failure::Multi     2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Failure::Permanent 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Failure::Temporary 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Manual             2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Manual::QuickStart 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Role::CommonSending 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Role::HasMessage   2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Simple             2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Success            2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Success::Partial   2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport          2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::DevNull 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Failable 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Maildir 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Mbox    2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Print   2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Sendmail 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::SMTP    2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::SMTP::Persistent 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Test    2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Transport::Wrapper 2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Sender::Util               2.600  R/RJ/RJBS/Email-Sender-2.600.tar.gz
Email::Simple                     2.216  R/RJ/RJBS/Email-Simple-2.216.tar.gz
Email::Simple::Creator            2.216  R/RJ/RJBS/Email-Simple-2.216.tar.gz
Email::Simple::Header             2.216  R/RJ/RJBS/Email-Simple-2.216.tar.gz
Email::Valid                      1.203  R/RJ/RJBS/Email-Valid-1.203.tar.gz
Encode                             3.19  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Alias                      2.25  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Byte                       2.04  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::CJKConstants               2.02  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::CN                         2.03  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::CN::HZ                     2.10  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Config                     2.05  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::EBCDIC                     2.02  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Encoder                    2.03  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Encoding                   2.08  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::GSM0338                    2.10  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Guess                      2.08  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::JP                         2.05  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::JP::H2Z                    2.02  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::JP::JIS7                   2.08  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::KR                         2.03  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::KR::2022_KR                2.04  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Locale                     1.05  G/GA/GAAS/Encode-Locale-1.05.tar.gz
Encode::MIME::Header               2.29  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::MIME::Header::ISO_2022_JP  1.09  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::MIME::Name                 1.03  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Symbol                     2.02  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::TW                         2.03  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Unicode                    2.20  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::Unicode::UTF7              2.10  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::utf8                       3.19  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::UTF_EBCDIC                 3.19  D/DA/DANKOGAI/Encode-3.19.tar.gz
Encode::XS                         3.19  D/DA/DANKOGAI/Encode-3.19.tar.gz
encoding                           3.00  D/DA/DANKOGAI/Encode-3.19.tar.gz
Error::TypeTiny                2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Error::TypeTiny::Assertion     2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Error::TypeTiny::Compilation   2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Error::TypeTiny::WrongNumberOfParameters 2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Eval::Closure                      0.14  D/DO/DOY/Eval-Closure-0.14.tar.gz
Eval::TypeTiny                 2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Eval::TypeTiny::CodeAccumulator 2.000001  T/TO/TOBYINK/Type-Tiny-2.000001.tar.gz
Exception::Class                   1.45  D/DR/DROLSKY/Exception-Class-1.45.tar.gz
Exception::Class::Base             1.45  D/DR/DROLSKY/Exception-Class-1.45.tar.gz
Exporter::Shiny                1.004004  T/TO/TOBYINK/Exporter-Tiny-1.004004.tar.gz
Exporter::Tiny                 1.004004  T/TO/TOBYINK/Exporter-Tiny-1.004004.tar.gz
ExtUtils::Command                  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::Command::MM              7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::Config                  0.008  L/LE/LEONT/ExtUtils-Config-0.008.tar.gz
ExtUtils::Depends                0.8001  X/XA/XAOC/ExtUtils-Depends-0.8001.tar.gz
ExtUtils::Helpers                 0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::Helpers::Unix           0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::Helpers::VMS            0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::Helpers::Windows        0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::InstallPaths            0.012  L/LE/LEONT/ExtUtils-InstallPaths-0.012.tar.gz
ExtUtils::Liblist                  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::Liblist::Kid             7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker                7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::_version      7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::charstar      7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::Config        7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::Locale        7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::version       7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::version::regex 7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MakeMaker::version::vpp  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::Mkbootstrap              7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::Mksymlists               7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM                       7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_AIX                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_Any                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_BeOS                  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_Cygwin                7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_Darwin                7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_DOS                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_MacOS                 7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_NW5                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_OS2                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_OS390                 7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_QNX                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_Unix                  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_UWIN                  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_VMS                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_VOS                   7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_Win32                 7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MM_Win95                 7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::MY                       7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
ExtUtils::testlib                  7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
File::Listing                      6.15  P/PL/PLICEASE/File-Listing-6.15.tar.gz
File::Listing::apache              6.15  P/PL/PLICEASE/File-Listing-6.15.tar.gz
File::Listing::dosftp              6.15  P/PL/PLICEASE/File-Listing-6.15.tar.gz
File::Listing::netware             6.15  P/PL/PLICEASE/File-Listing-6.15.tar.gz
File::Listing::unix                6.15  P/PL/PLICEASE/File-Listing-6.15.tar.gz
File::Listing::vms                 6.15  P/PL/PLICEASE/File-Listing-6.15.tar.gz
File::ShareDir                    1.118  R/RE/REHSACK/File-ShareDir-1.118.tar.gz
File::ShareDir::Install            0.14  E/ET/ETHER/File-ShareDir-Install-0.14.tar.gz
File::Which                        1.27  P/PL/PLICEASE/File-Which-1.27.tar.gz
Filesys::Notify::Simple            0.14  M/MI/MIYAGAWA/Filesys-Notify-Simple-0.14.tar.gz
Function::Parameters           2.001003  M/MA/MAUKE/Function-Parameters-2.001003.tar.gz
Function::Parameters::Info     2.001003  M/MA/MAUKE/Function-Parameters-2.001003.tar.gz
Function::Parameters::Param    2.001003  M/MA/MAUKE/Function-Parameters-2.001003.tar.gz
Getopt::Long::Descriptive         0.110  R/RJ/RJBS/Getopt-Long-Descriptive-0.110.tar.gz
Getopt::Long::Descriptive::Opts   0.110  R/RJ/RJBS/Getopt-Long-Descriptive-0.110.tar.gz
Getopt::Long::Descriptive::Usage  0.110  R/RJ/RJBS/Getopt-Long-Descriptive-0.110.tar.gz
Hash::Merge                       0.302  H/HE/HERMES/Hash-Merge-0.302.tar.gz
Hash::MultiValue                   0.16  A/AR/ARISTOTLE/Hash-MultiValue-0.16.tar.gz
Hook::AfterRuntime                0.006  P/PT/PTC/Hook-AfterRuntime-0.006.tar.gz
HTML::Entities                     3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTML::Filter                       3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTML::HeadParser                   3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTML::LinkExtor                    3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTML::Parser                       3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTML::PullParser                   3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTML::Tagset                       3.20  P/PE/PETDANCE/HTML-Tagset-3.20.tar.gz
HTML::TokeParser                   3.80  O/OA/OALDERS/HTML-Parser-3.80.tar.gz
HTTP::Body                         1.22  G/GE/GETTY/HTTP-Body-1.22.tar.gz
HTTP::Body::MultiPart              1.22  G/GE/GETTY/HTTP-Body-1.22.tar.gz
HTTP::Body::OctetStream            1.22  G/GE/GETTY/HTTP-Body-1.22.tar.gz
HTTP::Body::UrlEncoded             1.22  G/GE/GETTY/HTTP-Body-1.22.tar.gz
